YEAR,MVP,PLAYER,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
2016,1,Russell Westbrook,81,34.6,31.6,10.2,24,42.5,2.5,7.2,34.3,8.8,10.4,84.5,1.7,9,10.7,10.4,1.6,0.4,5.4,33.8
2016,0,James Harden,81,36.4,29.1,8.3,18.9,44,3.2,9.3,34.7,9.2,10.9,84.7,1.2,7,8.1,11.2,1.5,0.5,5.7,32.4
2016,0,Isaiah Thomas,76,33.8,28.9,9,19.4,46.3,3.2,8.5,37.9,7.8,8.5,90.9,0.6,2.1,2.7,5.9,0.9,0.2,2.8,24.7
2016,0,Anthony Davis,75,36.1,28,10.3,20.3,50.5,0.5,1.8,29.9,6.9,8.6,80.2,2.3,9.5,11.8,2.1,1.3,2.2,2.4,31.1
2016,0,DeMar DeRozan,74,35.4,27.3,9.7,20.9,46.7,0.4,1.7,26.6,7.4,8.7,84.2,0.9,4.3,5.2,3.9,1.1,0.2,2.4,22.7
2016,0,Damian Lillard,75,35.9,27,8.8,19.8,44.4,2.9,7.7,37,6.5,7.3,89.5,0.6,4.3,4.9,5.9,0.9,0.3,2.6,24.5
2016,0,DeMarcus Cousins,72,34.2,27,9,19.9,45.2,1.8,5,36.1,7.2,9.3,77.2,2.1,8.9,11,4.6,1.4,1.3,3.7,28.5
2016,0,LeBron James,74,37.8,26.4,9.9,18.2,54.8,1.7,4.6,36.3,4.8,7.2,67.4,1.3,7.3,8.6,8.7,1.2,0.6,4.1,31
2016,0,Kawhi Leonard,74,33.4,25.5,8.6,17.7,48.5,2,5.2,38,6.3,7.2,88,1.1,4.7,5.8,3.5,1.8,0.7,2.1,25.3
2016,0,Stephen Curry,79,33.4,25.3,8.5,18.3,46.8,4.1,10,41.1,4.1,4.6,89.8,0.8,3.7,4.5,6.6,1.8,0.2,3,25.2
2016,0,Kyrie Irving,72,35.1,25.2,9.3,19.7,47.3,2.5,6.1,40.1,4.1,4.6,90.5,0.7,2.5,3.2,5.8,1.2,0.3,2.5,22.4
2016,0,Karl-Anthony Towns,82,37,25.1,9.8,18,54.2,1.2,3.4,36.7,4.3,5.2,83.2,3.6,8.7,12.3,2.7,0.7,1.3,2.6,30.3
2016,0,Kevin Durant,62,33.4,25.1,8.9,16.5,53.7,1.9,5,37.5,5.4,6.2,87.5,0.6,7.6,8.3,4.8,1.1,1.6,2.2,30.2
2016,0,Jimmy Butler,76,37,23.9,7.5,16.5,45.5,1.2,3.3,36.7,7.7,8.9,86.5,1.7,4.5,6.2,5.5,1.9,0.4,2.1,25.6
2016,0,Paul George,75,35.9,23.7,8.3,18,46.1,2.6,6.6,39.3,4.5,5,89.8,0.8,5.8,6.6,3.3,1.6,0.4,2.9,22.4
2016,0,Andrew Wiggins,82,37.2,23.6,8.6,19.1,45.2,1.3,3.5,35.6,5,6.6,76,1.2,2.8,4,2.3,1,0.4,2.3,16.9
2016,0,Kemba Walker,79,34.7,23.2,8.1,18.3,44.4,3,7.6,39.9,3.8,4.5,84.7,0.6,3.3,3.9,5.5,1.1,0.3,2.1,20.9
2016,0,John Wall,78,36.4,23.1,8.3,18.4,45.1,1.1,3.5,32.7,5.4,6.8,80.1,0.8,3.4,4.2,10.7,2,0.6,4.1,25
2016,0,Bradley Beal,77,34.9,23.1,8.3,17.2,48.2,2.9,7.2,40.4,3.7,4.4,82.5,0.7,2.4,3.1,3.5,1.1,0.3,2,19.3
2016,0,CJ McCollum,80,35,23,8.7,18,48,2.3,5.5,42.1,3.4,3.7,91.2,0.8,2.9,3.6,3.6,0.9,0.5,2.2,19.7
2016,0,Giannis Antetokounmpo,80,35.6,22.9,8.2,15.7,52.1,0.6,2.3,27.2,5.9,7.7,77,1.8,7,8.8,5.4,1.6,1.9,2.9,28.4
2016,0,Carmelo Anthony,74,34.3,22.4,8.1,18.8,43.3,2,5.7,35.9,4.1,4.9,83.3,0.8,5.1,5.9,2.9,0.8,0.5,2.1,19
2016,0,Kyle Lowry,60,37.4,22.4,7.1,15.3,46.4,3.2,7.8,41.2,5,6.1,81.9,0.8,4,4.8,7,1.5,0.3,2.9,23.7
2016,0,Klay Thompson,78,34,22.3,8.3,17.6,46.8,3.4,8.3,41.4,2.4,2.8,85.3,0.6,3,3.7,2.1,0.8,0.5,1.6,18
2016,0,Devin Booker,78,35,22.1,7.8,18.3,42.3,1.9,5.2,36.3,4.7,5.7,83.2,0.6,2.6,3.2,3.4,0.9,0.3,3.1,15.3
2016,0,Gordon Hayward,73,34.5,21.9,7.5,15.8,47.1,2,5.1,39.8,5,5.9,84.4,0.7,4.7,5.4,3.5,1,0.3,1.9,20.8
2016,0,Blake Griffin,61,34,21.6,7.9,15.9,49.3,0.6,1.9,33.6,5.2,6.9,76,1.8,6.3,8.1,4.9,0.9,0.4,2.3,23.9
2016,0,Eric Bledsoe,66,33,21.1,6.8,15.7,43.4,1.6,4.7,33.5,5.9,6.9,84.7,0.8,4.1,4.8,6.3,1.4,0.5,3.4,20.8
2016,0,Brook Lopez,75,29.6,20.5,7.4,15.6,47.4,1.8,5.2,34.6,3.9,4.9,81,1.6,3.8,5.4,2.3,0.5,1.7,2.5,18.8
2016,0,Mike Conley,69,33.2,20.5,6.7,14.6,46,2.5,6.1,40.8,4.6,5.3,85.9,0.4,3,3.5,6.3,1.3,0.3,2.3,21
2016,0,Goran Dragic,73,33.7,20.3,7.3,15.4,47.5,1.6,4,40.5,4.1,5.2,79,0.8,3,3.8,5.8,1.2,0.2,2.9,19.3
2016,0,Marc Gasol,74,34.2,19.5,7.2,15.7,45.9,1.4,3.6,38.8,3.8,4.5,83.7,0.8,5.5,6.3,4.6,0.9,1.3,2.2,21.2
2016,0,Harrison Barnes,79,35.5,19.2,7.6,16.2,46.8,1,2.8,35.1,3.1,3.6,86.1,1.2,3.8,5,1.5,0.8,0.2,1.3,16.3
2016,0,Kevin Love,60,31.4,19,6.2,14.5,42.7,2.4,6.5,37.3,4.3,4.9,87.1,2.5,8.6,11.1,1.9,0.9,0.4,2,22.4
2016,0,Dwyane Wade,60,29.9,18.3,6.9,15.9,43.4,0.8,2.4,31,3.7,4.7,79.4,1.1,3.5,4.5,3.8,1.4,0.7,2.3,16.4
2016,0,Danilo Gallinari,63,33.9,18.2,5.3,11.9,44.7,2,5.1,38.9,5.5,6.1,90.2,0.6,4.5,5.2,2.1,0.6,0.2,1.3,17.9
2016,0,Kristaps Porzingis,66,32.8,18.1,6.7,14.9,45,1.7,4.8,35.7,3,3.8,78.6,1.7,5.5,7.2,1.5,0.7,2,1.8,18.6
2016,0,Chris Paul,61,31.5,18.1,6.1,12.9,47.6,2,5,41.1,3.8,4.3,89.2,0.7,4.3,5,9.2,2,0.1,2.4,24.8
2016,0,Paul Millsap,69,34,18.1,6.2,14.1,44.2,1.1,3.5,31.1,4.5,5.9,76.8,1.6,6.1,7.7,3.7,1.3,0.9,2.3,20.1
2016,0,Derrick Rose,64,32.5,18,7.2,15.3,47.1,0.2,0.9,21.7,3.5,4,87.4,1,2.8,3.8,4.4,0.7,0.3,2.3,16.4
2016,0,Dennis Schroder,79,31.5,17.9,6.9,15.4,45.1,1.3,3.7,34,2.8,3.2,85.5,0.5,2.6,3.1,6.3,0.9,0.2,3.3,16.3
2016,0,Lou Williams,81,24.6,17.5,5.3,12.3,42.9,2,5.5,36.5,5,5.6,88,0.3,2.2,2.5,3,1,0.2,2,14.5
2016,0,LaMarcus Aldridge,72,32.4,17.3,6.9,14.6,47.7,0.3,0.8,41.1,3.1,3.8,81.2,2.4,4.9,7.3,1.9,0.6,1.2,1.4,18.6
2016,0,Evan Fournier,68,32.9,17.2,6,13.7,43.9,1.9,5.3,35.6,3.3,4.1,80.5,0.6,2.4,3.1,3,1,0.1,2.1,13.7
2016,0,Hassan Whiteside,77,32.6,17,7,12.6,55.7,0,0,0,2.9,4.6,62.8,3.8,10.3,14.1,0.7,0.7,2.1,2,25.4
2016,0,Nikola Jokic,73,27.9,16.7,6.8,11.7,57.8,0.6,1.9,32.4,2.6,3.1,82.5,2.9,6.9,9.8,4.9,0.8,0.8,2.3,25.2
2016,0,Eric Gordon,75,31,16.2,5.5,13.5,40.6,3.3,8.8,37.2,2,2.3,84,0.4,2.3,2.7,2.5,0.6,0.5,1.6,12.6
2016,0,Tobias Harris,82,31.3,16.1,6.2,13,48.1,1.3,3.8,34.7,2.3,2.8,84.1,0.8,4.3,5.1,1.7,0.7,0.5,1.2,15.8
2016,0,Victor Oladipo,67,33.2,15.9,6.1,13.9,44.2,1.9,5.3,36.1,1.7,2.3,75.3,0.6,3.8,4.3,2.6,1.2,0.3,1.8,14.3
2016,0,Wilson Chandler,71,30.9,15.7,6.1,13.2,46.1,1.5,4.6,33.7,2,2.7,72.7,1.5,5,6.5,2,0.7,0.4,1.6,15.9
2015,1,Stephen Curry,79,34.2,30.1,10.2,20.2,50.4,5.1,11.2,45.4,4.6,5.1,90.8,0.9,4.6,5.4,6.7,2.1,0.2,3.3,30.7
2015,0,James Harden,82,38.1,29,8.7,19.7,43.9,2.9,8,35.9,8.8,10.2,86,0.8,5.3,6.1,7.5,1.7,0.6,4.6,27.8
2015,0,Kevin Durant,72,35.8,28.2,9.7,19.2,50.5,2.6,6.7,38.7,6.2,6.9,89.8,0.6,7.6,8.2,5,1,1.2,3.5,29.8
2015,0,DeMarcus Cousins,65,34.6,26.9,9.2,20.5,45.1,1.1,3.2,33.3,7.3,10.2,71.8,2.4,9.1,11.5,3.3,1.6,1.4,3.8,26.7
2015,0,LeBron James,76,35.6,25.3,9.7,18.6,52,1.1,3.7,30.9,4.7,6.5,73.1,1.5,6,7.4,6.8,1.4,0.6,3.3,27.5
2015,0,Damian Lillard,75,35.7,25.1,8.2,19.7,41.9,3.1,8.1,37.5,5.5,6.2,89.2,0.6,3.4,4,6.8,0.9,0.4,3.2,21.8
2015,0,Anthony Davis,61,35.5,24.3,9.2,18.6,49.3,0.6,1.8,32.4,5.3,7,75.8,2.1,8.1,10.3,1.9,1.3,2,2,26.7
2015,0,Russell Westbrook,80,34.4,23.5,8.2,18.1,45.4,1.3,4.3,29.6,5.8,7.2,81.2,1.8,6,7.8,10.4,2,0.3,4.3,28.5
2015,0,DeMar DeRozan,78,35.9,23.5,7.9,17.7,44.6,0.6,1.8,33.8,7.1,8.4,85,0.8,3.7,4.5,4,1,0.3,2.2,20
2015,0,Paul George,81,34.8,23.1,7.5,17.9,41.8,2.6,7,37.1,5.6,6.5,86,1,6,7,4.1,1.9,0.4,3.3,21.8
2015,0,Isaiah Thomas,82,32.2,22.2,7.2,16.9,42.8,2,5.7,35.9,5.8,6.6,87.1,0.6,2.4,3,6.2,1.1,0.1,2.7,19.4
2015,0,Klay Thompson,80,33.3,22.1,8.1,17.3,47,3.5,8.1,42.5,2.4,2.8,87.3,0.4,3.4,3.8,2.1,0.8,0.6,1.7,18.1
2015,0,Carmelo Anthony,72,35.1,21.8,7.9,18.2,43.4,1.5,4.3,33.9,4.6,5.6,82.9,1.4,6.4,7.7,4.2,0.9,0.5,2.4,21.4
2015,0,Kyle Lowry,77,37,21.2,6.6,15.6,42.7,2.8,7.1,38.8,5.2,6.4,81.1,0.7,4,4.7,6.4,2.1,0.4,2.9,21.8
2015,0,Kawhi Leonard,72,33.1,21.2,7.7,15.1,50.6,1.8,4,44.3,4.1,4.6,87.4,1.3,5.5,6.8,2.6,1.8,1,1.5,23.8
2015,0,Jimmy Butler,67,36.9,20.9,7,15.4,45.4,1,3.1,31.2,5.9,7.1,83.2,1.2,4.2,5.3,4.8,1.6,0.6,2,21.7
2015,0,Kemba Walker,81,35.6,20.9,7,16.4,42.7,2.2,6,37.1,4.6,5.4,84.7,0.7,3.7,4.4,5.2,1.6,0.5,2.1,20.1
2015,0,CJ McCollum,80,34.8,20.8,8,17.9,44.8,2.5,5.9,41.7,2.3,2.8,82.7,0.6,2.7,3.2,4.3,1.2,0.3,2.5,17
2015,0,Andrew Wiggins,81,35.1,20.7,7.3,16,45.9,0.7,2.3,30,5.3,7,76.1,1.3,2.3,3.6,2,1,0.6,2.2,15.3
2015,0,Brook Lopez,73,33.7,20.6,8.1,15.8,51.1,0,0.2,14.3,4.3,5.5,78.7,2.8,5.1,7.8,2,0.8,1.7,2.4,21.6
2015,0,John Wall,77,36.2,19.9,7.4,17.5,42.4,1.5,4.3,35.1,3.5,4.5,79.1,0.5,4.4,4.9,10.2,1.9,0.8,4.1,22.5
2015,0,Gordon Hayward,80,36.2,19.7,6.5,15,43.3,1.8,5.1,34.9,4.9,6,82.4,0.8,4.2,5,3.7,1.2,0.3,2.5,17.8
2015,0,Chris Paul,74,32.7,19.5,7,15.1,46.2,1.6,4.4,37.1,4,4.4,89.6,0.5,3.7,4.2,10,2.1,0.2,2.6,24.8
2015,0,Dwyane Wade,74,30.5,19,7.3,16,45.6,0.1,0.6,15.9,4.4,5.5,79.3,1.1,3,4.1,4.6,1.1,0.6,2.7,16.8
2015,0,Reggie Jackson,79,30.7,18.8,6.8,15.7,43.4,1.5,4.2,35.3,3.7,4.3,86.4,0.7,2.5,3.2,6.2,0.7,0.1,2.8,16.8
2015,0,Karl-Anthony Towns,82,32,18.3,7.6,14.1,54.2,0.4,1.1,34.1,2.7,3.4,81.1,2.8,7.7,10.5,2,0.7,1.7,2.2,23.8
2015,0,Dirk Nowitzki,75,31.5,18.3,6.6,14.8,44.8,1.7,4.6,36.8,3.3,3.7,89.3,0.7,5.8,6.5,1.8,0.7,0.7,1.1,18.3
2015,0,Nikola Vucevic,65,31.3,18.2,8.2,16.1,51,0,0.1,22.2,1.7,2.3,75.3,2.7,6.2,8.9,2.8,0.8,1.1,1.9,21.3
2015,0,Khris Middleton,79,36.1,18.2,6.4,14.5,44.4,1.8,4.6,39.6,3.5,3.9,88.8,0.6,3.3,3.8,4.2,1.7,0.2,2.3,17.3
2015,0,LaMarcus Aldridge,74,30.6,18,7.2,14.1,51.3,0,0.2,0,3.5,4.1,85.8,2.4,6.2,8.5,1.5,0.5,1.1,1.3,20.8
2015,0,Kobe Bryant,66,28.2,17.6,6,16.9,35.8,2,7.1,28.5,3.5,4.3,82.6,0.6,3.1,3.7,2.8,0.9,0.2,2,11.7
2015,0,Rudy Gay,70,34,17.2,6.7,14.4,46.3,1.1,3.1,34.4,2.8,3.6,78,1.5,5,6.5,1.7,1.4,0.7,2,17.1
2015,0,Paul Millsap,81,32.7,17.1,6.2,13.2,47,0.9,2.9,31.9,3.8,5,75.7,2.4,6.6,9,3.3,1.8,1.7,2.4,22.4
2015,0,Ryan Anderson,66,30.4,17,6,14.1,42.7,2,5.4,36.6,3,3.5,87.3,2,4,6,1.1,0.6,0.4,1.4,15.2
2015,0,Giannis Antetokounmpo,80,35.3,16.9,6.4,12.7,50.6,0.4,1.4,25.7,3.7,5.1,72.4,1.4,6.2,7.7,4.3,1.2,1.4,2.6,21.2
2015,0,Jrue Holiday,65,28.2,16.8,6.3,14.4,43.9,1.3,4,33.6,2.8,3.3,84.3,0.4,2.6,3,6,1.4,0.3,2.6,16.3
2015,0,Pau Gasol,72,31.8,16.5,6.5,13.8,46.9,0.3,1,34.8,3.2,4,79.2,2.2,8.9,11,4.1,0.6,2,2.3,23.8
2015,0,Derrick Favors,62,32,16.4,6.7,13.1,51.5,0,0.1,0,2.9,4.1,70.9,2.7,5.4,8.1,1.5,1.2,1.5,1.7,19.5
2015,0,Derrick Rose,66,31.8,16.4,6.8,15.9,42.7,0.7,2.3,29.3,2.2,2.7,79.3,0.7,2.7,3.4,4.7,0.7,0.2,2.7,13
2015,0,JJ Redick,75,28,16.3,5.6,11.7,48,2.7,5.6,47.5,2.4,2.7,88.8,0.1,1.7,1.9,1.4,0.6,0.1,1,12.8
2015,0,Andre Drummond,81,32.9,16.2,6.8,13.1,52.1,0,0.1,33.3,2.6,7.2,35.5,4.9,9.9,14.8,0.8,1.5,1.4,1.9,21.8
2015,0,Kevin Love,77,31.5,16,5.3,12.7,41.9,2.1,5.7,36,3.4,4.1,82.2,1.9,8,9.9,2.4,0.8,0.5,1.8,19.7
2015,0,Victor Oladipo,72,33,16,5.9,13.5,43.8,1.4,3.9,34.8,2.8,3.4,83,0.7,4.1,4.8,3.9,1.6,0.8,2.1,16.8
2015,0,Jeff Teague,79,28.5,15.7,5.5,12.5,43.9,1.4,3.5,40.1,3.3,3.9,83.7,0.4,2.3,2.7,5.9,1.2,0.3,2.8,15.5
2015,0,Jordan Clarkson,79,32.3,15.5,6,13.9,43.3,1.4,4.1,34.7,2.1,2.6,80.4,1.2,2.8,4,2.4,1.1,0.1,1.7,13
2015,0,Evan Fournier,79,32.5,15.4,5.4,11.8,46.2,2,4.9,40,2.5,3,83.6,0.4,2.4,2.8,2.7,1.2,0,1.7,13.6
2015,0,Lou Williams,67,28.5,15.3,4.2,10.3,40.8,1.6,4.8,34.4,5.3,6.3,83,0.5,2.1,2.5,2.5,0.9,0.3,1.6,12.8
2015,0,Greg Monroe,79,29.3,15.3,6.2,11.9,52.2,0,0,0,2.9,3.9,74,2.8,6.1,8.8,2.3,0.9,0.8,1.6,19.8
2015,0,Zach Randolph,68,29.6,15.3,6.3,13.3,47.5,0.1,0.4,23.1,2.5,3.2,79.6,2.6,5.1,7.8,2.1,0.6,0.2,1.5,16.8
2015,0,Al Horford,82,32.1,15.2,6.5,12.8,50.5,1.1,3.1,34.4,1.3,1.6,79.8,1.8,5.5,7.3,3.2,0.8,1.5,1.3,20.1
2014,0,Russell Westbrook,67,34.4,28.1,9.4,22,42.6,1.3,4.3,29.9,8.1,9.8,83.5,1.9,5.4,7.3,8.6,2.1,0.2,4.4,27.7
2014,0,James Harden,81,36.8,27.4,8,18.1,44,2.6,6.9,37.5,8.8,10.2,86.8,0.9,4.7,5.7,7,1.9,0.7,4,27.2
2014,0,LeBron James,69,36.1,25.3,9,18.5,48.8,1.7,4.9,35.4,5.4,7.7,71,0.7,5.3,6,7.4,1.6,0.7,3.9,25.3
2014,0,Anthony Davis,68,36.1,24.4,9.4,17.6,53.5,0,0.2,8.3,5.5,6.8,80.5,2.5,7.7,10.2,2.2,1.5,2.9,1.4,30.3
2014,0,DeMarcus Cousins,59,34.1,24.1,8.4,18.1,46.7,0,0.1,25,7.2,9.2,78.2,3.1,9.5,12.7,3.6,1.5,1.7,4.3,27.6
2014,1,Stephen Curry,80,32.7,23.8,8.2,16.8,48.7,3.6,8.1,44.3,3.9,4.2,91.4,0.7,3.6,4.3,7.7,2,0.2,3.1,25.9
2014,0,LaMarcus Aldridge,71,35.4,23.4,9.3,19.9,46.6,0.5,1.5,35.2,4.3,5.1,84.5,2.5,7.7,10.2,1.7,0.7,1,1.7,23.8
2014,0,Blake Griffin,67,35.2,21.9,8.6,17.1,50.2,0.1,0.4,40,4.6,6.4,72.8,1.9,5.7,7.6,5.3,0.9,0.5,2.3,23.7
2014,0,Kyrie Irving,75,36.4,21.7,7.7,16.5,46.8,2.1,5,41.5,4.2,4.9,86.3,0.7,2.4,3.2,5.2,1.5,0.3,2.5,19.9
2014,0,Klay Thompson,77,31.9,21.7,7.8,16.9,46.3,3.1,7.1,43.9,2.9,3.3,87.9,0.4,2.9,3.2,2.9,1.1,0.8,1.9,18.3
2014,0,Dwyane Wade,62,31.8,21.5,8.2,17.5,47,0.5,1.6,28.4,4.6,6,76.8,0.9,2.6,3.5,4.8,1.2,0.3,3.4,17.3
2014,0,Rudy Gay,68,35.4,21.1,7.5,16.4,45.5,1.2,3.2,35.9,5,5.8,85.8,1.4,4.4,5.9,3.7,1,0.6,2.7,19.8
2014,0,Damian Lillard,82,35.7,21,7.2,16.6,43.4,2.4,7,34.3,4.2,4.9,86.4,0.6,4,4.6,6.2,1.2,0.3,2.7,20.5
2014,0,DeMar DeRozan,60,35,20.1,6.8,16.5,41.3,0.4,1.5,28.4,6,7.2,83.2,0.7,3.9,4.6,3.5,1.2,0.2,2.3,16.4
2014,0,Jimmy Butler,65,38.7,20,6.5,14,46.2,1.1,3,37.8,5.9,7.1,83.4,1.8,4.1,5.8,3.3,1.8,0.6,1.4,21.2
2014,0,Nikola Vucevic,74,34.2,19.3,8.5,16.3,52.3,0,0.1,33.3,2.2,2.9,75.2,3.2,7.7,10.9,2,0.7,0.7,2,23.2
2014,0,Gordon Hayward,76,34.4,19.3,6.4,14.3,44.5,1.6,4.3,36.4,4.9,6.1,81.2,0.7,4.2,4.9,4.1,1.4,0.4,2.7,18.3
2014,0,Chris Paul,82,34.8,19.1,6.9,14.3,48.5,1.7,4.3,39.8,3.5,3.9,90,0.6,4,4.6,10.2,1.9,0.2,2.3,25.9
2014,0,Monta Ellis,80,33.7,18.9,7.5,16.9,44.5,1,3.6,28.5,2.9,3.8,75.2,0.4,2,2.4,4.1,1.9,0.3,2.5,14.8
2014,0,Pau Gasol,78,34.4,18.5,7.3,14.8,49.4,0.2,0.3,46.2,3.8,4.7,80.3,2.8,9,11.8,2.7,0.3,1.9,2,24.8
2014,0,Victor Oladipo,72,35.7,17.9,6.6,15.1,43.6,1.2,3.4,33.9,3.6,4.4,81.9,0.7,3.5,4.2,4.1,1.7,0.3,2.8,16
2014,0,Kyle Lowry,70,34.5,17.8,6.1,14.9,41.2,1.9,5.6,33.8,3.6,4.5,80.8,0.8,3.9,4.7,6.8,1.6,0.2,2.5,18.9
2014,0,John Wall,79,35.9,17.6,6.6,14.8,44.5,0.8,2.7,30,3.6,4.6,78.5,0.5,4.2,4.6,10,1.7,0.6,3.8,21.5
2014,0,Marc Gasol,81,33.2,17.4,6.5,13.2,49.4,0,0.2,17.6,4.3,5.4,79.5,1.4,6.4,7.8,3.8,0.9,1.6,2.2,21.5
2014,0,Kemba Walker,62,34.2,17.3,6.1,15.8,38.5,1.4,4.5,30.4,3.8,4.6,82.7,0.6,3,3.5,5.1,1.4,0.5,1.6,15.8
2014,0,Dirk Nowitzki,77,29.6,17.3,6.3,13.8,45.9,1.4,3.6,38,3.3,3.8,88.2,0.6,5.4,5.9,1.9,0.5,0.4,1.1,17.1
2014,0,Brook Lopez,72,29.2,17.2,7,13.7,51.3,0,0.1,10,3.1,3.8,81.4,3,4.5,7.4,0.7,0.6,1.8,1.4,18.8
2014,0,Tobias Harris,68,34.8,17.1,6.5,14,46.6,1.3,3.5,36.4,2.8,3.6,78.8,1.1,5.3,6.3,1.8,1,0.5,1.7,16.9
2014,0,Eric Bledsoe,81,34.6,17,5.8,12.9,44.7,1.1,3.4,32.4,4.4,5.4,80,0.9,4.3,5.2,6.1,1.6,0.6,3.4,18.8
2014,0,Brandon Knight,63,32.3,17,6,14.1,42.2,2,5.1,38.9,3.1,3.5,87.4,0.4,3.4,3.9,5.2,1.4,0.2,3,16.1
2014,0,Andrew Wiggins,82,36.2,16.9,6.1,13.9,43.7,0.5,1.5,31,4.3,5.7,76,1.6,2.9,4.6,2.1,1,0.6,2.2,13.9
2014,0,Paul Millsap,73,32.7,16.7,6.1,12.7,47.6,1.1,3,35.6,3.5,4.6,75.7,1.9,5.9,7.8,3.1,1.8,0.9,2.3,20.2
2014,0,Al Jefferson,65,30.6,16.6,7.5,15.5,48.1,0,0.1,40,1.7,2.5,65.5,1.5,6.9,8.4,1.7,0.7,1.3,1,18.8
2014,0,Tyreke Evans,79,34.1,16.6,6.6,14.7,44.7,0.9,2.9,30.4,2.6,3.7,69.4,1,4.2,5.3,6.6,1.3,0.5,3.1,17.8
2014,0,Kawhi Leonard,64,31.8,16.5,6.2,12.8,47.9,1,3,34.9,3.2,3.9,80.2,1.3,5.9,7.2,2.5,2.3,0.8,1.5,20.3
2014,0,Isaiah Thomas,67,25.8,16.4,5,11.9,42.1,1.9,5.2,37.3,4.5,5.2,86.8,0.5,1.8,2.3,4.2,0.9,0.1,2.1,14.2
2014,0,Kevin Love,75,33.8,16.4,5.5,12.7,43.4,1.9,5.2,36.7,3.4,4.3,80.4,1.9,7.9,9.7,2.2,0.7,0.5,1.6,19.9
2014,0,JJ Redick,78,30.9,16.4,5.7,12,47.7,2.6,5.9,43.7,2.3,2.6,90.1,0.3,1.9,2.1,1.8,0.5,0.1,1.2,13.1
2014,0,Goran Dragic,78,33.8,16.3,6.4,12.8,50.1,1.2,3.3,34.7,2.3,3,77.4,1,2.5,3.5,4.5,1,0.2,2.2,16.2
2014,0,Zach Randolph,71,32.5,16.1,6.4,13.1,48.7,0.1,0.3,35,3.2,4.2,76.5,3.2,7.4,10.5,2.2,1,0.2,2.2,20
2014,0,Derrick Favors,74,30.8,16,6.5,12.4,52.5,0,0.1,16.7,3,4.5,66.9,2.6,5.6,8.2,1.5,0.8,1.7,1.6,19.2
2014,0,Wesley Matthews,60,33.7,15.9,5.6,12.5,44.8,2.9,7.4,38.9,1.8,2.4,75.2,0.6,3.1,3.7,2.3,1.3,0.2,1.4,14.5
2014,0,Jeff Teague,73,30.5,15.9,5.6,12.2,46,1,2.8,34.3,3.8,4.4,86.2,0.4,2.1,2.5,7,1.7,0.4,2.8,17.6
2014,0,Greg Monroe,69,31,15.9,6.1,12.4,49.6,0,0,0,3.7,4.9,75,3.3,6.9,10.2,2.1,1.1,0.5,2.2,20.2
2014,0,Mike Conley,70,31.8,15.8,5.6,12.6,44.6,1.5,4,38.6,3.1,3.6,85.9,0.4,2.6,3,5.4,1.3,0.2,2.2,15.9
2014,0,Jamal Crawford,64,26.6,15.8,5.2,13.1,39.6,1.9,5.7,32.7,3.5,3.9,90.1,0.3,1.7,1.9,2.5,0.9,0.2,1.4,11.6
2014,0,Chandler Parsons,66,33.1,15.7,5.8,12.6,46.2,2,5.3,38,2.1,2.9,72,1,3.9,4.9,2.4,1,0.3,1.5,15.3
2014,0,Lou Williams,80,25.2,15.5,4.7,11.6,40.4,1.9,5.6,34,4.3,4.9,86.1,0.3,1.6,1.9,2.1,1.1,0.1,1.3,11.8
2014,0,Enes Kanter,75,28.5,15.5,6.4,12.4,51.9,0.2,0.6,35.6,2.4,3.1,78.2,3.7,5.3,8.9,0.7,0.5,0.4,1.9,17.5
2014,0,Markieff Morris,82,31.5,15.3,6.2,13.4,46.5,0.7,2.2,31.8,2.2,2.8,76.3,1.3,4.8,6.2,2.3,1.2,0.5,2.1,15.6
2012,0,Carmelo Anthony,67,37,28.7,10,22.2,44.9,2.3,6.2,37.9,6.3,7.6,83,2,4.9,6.9,2.6,0.8,0.5,2.6,23.2
2012,0,Kevin Durant,81,38.5,28.1,9,17.7,51,1.7,4.1,41.6,8.4,9.3,90.5,0.6,7.3,7.9,4.6,1.4,1.3,3.5,30.4
2012,0,Kobe Bryant,78,38.6,27.3,9.5,20.4,46.3,1.7,5.2,32.4,6.7,8,83.9,0.8,4.7,5.6,6,1.4,0.3,3.7,24.6
2012,1,LeBron James,76,37.9,26.8,10.1,17.8,56.5,1.4,3.3,40.6,5.3,7,75.3,1.3,6.8,8,7.3,1.7,0.9,3,32.2
2012,0,James Harden,78,38.3,25.9,7.5,17.1,43.8,2.3,6.2,36.8,8.6,10.2,85.1,0.8,4.1,4.9,5.8,1.8,0.5,3.8,24
2012,0,Russell Westbrook,82,34.9,23.2,8.2,18.7,43.8,1.2,3.7,32.3,5.6,7,80,1.4,3.9,5.2,7.4,1.8,0.3,3.3,22.6
2012,0,Stephen Curry,78,38.2,22.9,8,17.8,45.1,3.5,7.7,45.3,3.4,3.7,90,0.8,3.3,4,6.9,1.6,0.2,3.1,22.4
2012,0,Dwyane Wade,69,34.7,21.2,8.2,15.8,52.1,0.2,1,25.8,4.5,6.2,72.5,1.2,3.7,5,5.1,1.9,0.8,2.8,21.9
2012,0,LaMarcus Aldridge,74,37.7,21.1,8.6,17.8,48.4,0,0.2,14.3,3.8,4.7,81,2.4,6.7,9.1,2.6,0.8,1.2,1.9,22.8
